Index,Height(Inches),Weight(Pounds),Height(cm),Weight(kilos)
21529,70,139,177,63
21530,68,125,174,57
21531,70,139,178,63
21532,68,144,172,65
21533,67,126,170,57
21534,70,135,177,61
21535,73,145,185,66
21536,69,124,175,56
21537,67,114,169,52
21538,71,127,179,57
21539,66,122,168,55
21540,72,144,183,65
21541,67,119,171,54
21542,69,136,175,62
21543,69,114,175,52
21544,69,137,174,62
21545,71,137,181,62
21546,67,126,169,57
21547,63,111,161,50
21548,69,125,176,57
21549,70,136,177,62
21550,69,131,175,59
21551,68,118,174,54
21552,67,119,169,54
21553,68,112,174,51
21554,66,115,168,52
21555,63,110,161,50
21556,72,154,182,70
21557,66,99,168,45
21558,67,117,171,53
21559,70,124,179,56
21560,65,120,164,54
21561,65,102,165,46
21562,67,120,169,54
21563,71,126,179,57
21564,68,127,172,58
21565,66,113,167,51
21566,70,125,177,57
21567,66,108,168,49
21568,66,126,167,57
21569,70,132,177,60
21570,68,124,173,56
21571,68,114,172,52
21572,68,107,173,48
21573,68,114,173,52
21574,68,123,174,56
21575,68,131,172,59
21576,67,112,171,51
21577,70,142,177,65
21578,70,143,177,65
21579,71,134,180,61
21580,69,122,175,55
21581,69,136,175,61
21582,69,152,174,69
21583,65,140,166,63
21584,69,122,175,56
21585,67,118,170,54
21586,69,144,175,65
21587,64,137,164,62
21588,69,134,176,61
21589,70,107,177,48
21590,68,132,172,60
21591,66,136,167,62
21592,72,145,183,66
21593,70,140,178,63
21594,68,121,173,55
21595,71,147,179,67
21596,65,112,166,51
21597,69,139,174,63
21598,69,129,176,58
21599,66,136,167,62
21600,68,122,173,56
21601,69,138,175,63
21602,65,113,164,51
21603,69,138,176,62
21604,66,122,167,55
21605,68,122,174,55
21606,68,123,173,56
21607,72,145,183,66
21608,67,114,170,52
21609,66,112,168,51
21610,69,122,176,55
21611,71,132,180,60
21612,68,135,172,61
21613,66,131,168,59
21614,68,123,172,56
21615,66,129,169,59
21616,70,132,178,60
21617,69,116,175,53
21618,69,131,176,59
21619,70,149,177,68
21620,66,129,167,59
21621,67,129,170,59
21622,66,128,169,58
21623,68,138,174,62
21624,68,130,173,59
21625,68,128,173,58
21626,67,116,171,52
21627,67,138,169,62
21628,65,128,165,58
21629,68,132,173,60
21630,68,140,173,64
21631,69,147,176,67
21632,68,110,173,50
21633,64,104,162,47
21634,67,133,171,60
21635,66,117,169,53
21636,63,110,161,50
21637,68,119,172,54
21638,67,120,170,54
21639,67,104,170,47
21640,67,129,171,58
21641,67,111,170,51
21642,69,142,176,64
21643,70,151,177,68
21644,67,116,171,53
21645,69,123,175,56
21646,69,118,174,54
21647,67,110,171,50
21648,68,136,173,61
21649,67,133,169,60
21650,70,126,177,57
21651,66,128,169,58
21652,66,125,168,57
21653,68,128,174,58
21654,71,130,180,59
21655,71,125,180,57
21656,66,145,168,66
21657,69,116,175,52
21658,68,129,173,59
21659,66,119,167,54
21660,69,116,175,53
21661,69,120,176,54
21662,68,130,173,59
21663,68,134,174,61
21664,72,148,182,67
21665,68,146,173,66
21666,65,138,165,63
21667,68,115,174,52
21668,69,147,174,67
21669,67,131,171,59
21670,71,154,181,70
21671,67,129,170,59
21672,68,131,174,60
21673,69,140,176,63
21674,68,136,173,62
21675,67,131,169,60
21676,67,126,171,57
21677,69,148,176,67
21678,70,134,177,61
21679,68,146,174,66
21680,66,101,166,46
21681,70,138,177,62
21682,71,141,180,64
21683,66,130,168,59
21684,66,101,167,46
21685,71,130,181,59
21686,71,150,181,68
21687,65,135,166,61
21688,70,129,178,59
21689,67,121,171,55
21690,65,125,166,57
21691,71,151,181,69
21692,71,149,179,68
21693,66,126,168,57
21694,69,128,175,58
21695,70,151,179,69
21696,68,121,173,55
21697,68,146,172,66
21698,66,125,169,57
21699,69,128,175,58
21700,65,118,164,53
21701,65,126,164,57
21702,69,107,174,48
21703,68,128,173,58
21704,66,128,168,58
21705,69,127,174,58
21706,62,100,159,46
21707,68,134,174,61
21708,65,126,166,57
21709,66,129,167,59
21710,66,127,168,58
21711,66,114,167,52
21712,66,132,167,60
21713,68,136,172,62
21714,67,124,170,56
21715,71,158,179,72
21716,68,117,173,53
21717,70,136,177,62
21718,67,120,169,54
21719,69,145,175,66
21720,67,121,171,55
21721,66,115,169,52
21722,67,129,169,59
21723,65,101,165,46
21724,68,125,173,57
21725,68,130,172,59
21726,69,147,176,67
21727,70,147,179,66
21728,71,137,180,62
21729,65,133,166,61
21730,68,140,172,63
21731,67,130,171,59
21732,68,139,173,63
21733,67,105,169,48
21734,69,142,174,64
21735,68,138,174,63
21736,69,124,176,56
21737,67,122,169,55
21738,70,131,177,59
21739,68,135,172,61
21740,68,124,172,56
21741,69,134,176,61
21742,67,137,171,62
21743,70,118,178,53
21744,67,128,169,58
21745,69,137,176,62
21746,69,158,175,72
21747,69,144,175,65
21748,66,115,168,52
21749,68,137,174,62
21750,69,130,175,59
21751,68,129,172,59
21752,68,130,173,59
21753,69,111,175,50
21754,68,138,174,63
21755,68,137,174,62
21756,69,132,176,60
21757,67,108,171,49
21758,68,130,172,59
21759,70,143,177,65
21760,68,149,172,67
21761,66,115,167,52
21762,69,135,175,61
21763,67,115,171,52
21764,67,113,170,51
21765,67,111,170,50
21766,69,126,174,57
21767,69,125,175,57
21768,68,132,173,60
21769,67,127,171,58
21770,66,118,167,54
21771,69,143,174,65
21772,69,136,175,62
21773,69,123,176,56
21774,66,117,167,53
21775,67,121,171,55
21776,68,127,173,57
21777,70,143,178,65
21778,69,134,176,61
21779,66,115,167,52
21780,69,132,176,60
21781,68,113,172,51
21782,66,105,167,48
21783,69,108,174,49
21784,72,132,184,60
21785,65,110,165,50
21786,70,159,179,72
21787,70,143,177,65
21788,65,135,165,61
21789,68,136,173,62
21790,69,129,175,59
21791,68,144,171,66
21792,66,115,168,52
21793,67,142,170,65
21794,68,135,172,61
21795,66,125,168,57
21796,69,122,174,55
21797,64,116,164,53
21798,66,110,168,50
21799,70,108,177,49
21800,67,131,171,59
21801,70,124,177,56
21802,68,145,173,66
21803,68,136,171,62
21804,69,142,175,65
21805,68,132,173,60
21806,66,113,168,51
21807,69,135,174,61
21808,66,132,168,60
21809,66,122,167,55
21810,64,114,162,52
21811,69,117,175,53
21812,70,120,177,55
21813,68,131,173,60
21814,72,142,183,64
21815,66,108,168,49
21816,64,114,164,52
21817,67,125,170,57
21818,70,139,177,63
21819,67,145,169,66
21820,68,122,172,55
21821,68,128,173,58
21822,66,108,168,49
21823,68,112,174,51
21824,67,124,169,56
21825,67,110,171,50
21826,68,128,173,58
21827,71,142,181,64
21828,67,123,171,56
21829,69,120,176,55
21830,70,128,177,58
21831,67,118,170,54
21832,68,102,173,46
21833,69,123,174,56
21834,69,124,175,56
21835,63,132,161,60
21836,68,139,173,63
21837,69,138,175,62
21838,67,117,169,53
21839,70,127,177,58
21840,68,124,173,56
21841,69,136,175,62
21842,67,127,170,58
21843,71,127,180,58
21844,69,136,174,62
21845,71,111,180,51
21846,65,107,166,48
21847,69,115,174,52
21848,68,118,173,54
21849,67,123,170,56
21850,68,129,172,59
21851,69,131,175,59
21852,68,118,172,54
21853,70,120,178,54
21854,65,109,164,49
21855,66,116,169,53
21856,68,103,173,47
21857,67,116,170,53
21858,67,129,169,59
21859,69,151,175,68
21860,66,124,169,56
21861,69,131,175,60
21862,67,111,171,50
21863,68,123,173,56
21864,73,148,186,67
21865,68,123,172,56
21866,71,123,180,56
21867,68,122,173,55
21868,69,126,175,57
21869,66,114,166,52
21870,65,111,166,50
21871,64,114,163,52
21872,69,128,174,58
21873,69,133,175,60
21874,73,144,184,65
21875,69,115,176,52
21876,66,113,168,51
21877,65,110,166,50
21878,70,119,179,54
21879,70,116,179,53
21880,65,125,166,57
21881,67,123,169,56
21882,68,122,172,55
21883,66,126,167,57
21884,68,134,173,61
21885,68,124,174,56
21886,65,116,166,53
21887,68,125,172,57
21888,66,124,167,56
21889,71,133,181,60
21890,71,136,180,62
21891,71,141,181,64
21892,66,127,168,57
21893,71,126,181,57
21894,71,137,179,62
21895,68,128,173,58
21896,68,142,173,64
21897,65,107,165,48
21898,67,108,170,49
21899,63,116,160,53
21900,67,152,170,69
21901,65,107,166,48
21902,65,108,165,49
21903,67,125,171,57
21904,69,122,175,55
21905,69,133,176,60
21906,68,130,174,59
21907,70,143,178,65
21908,71,143,180,65
21909,67,122,170,55
21910,70,132,178,60
21911,69,132,175,60
21912,65,130,166,59
21913,71,132,181,60
21914,64,122,161,56
21915,68,122,173,55
21916,65,131,165,59
21917,68,123,173,56
21918,69,125,176,57
21919,70,113,177,51
21920,69,124,176,56
21921,68,125,172,57
21922,70,119,177,54
21923,70,124,178,56
21924,67,133,171,60
21925,64,121,162,55
21926,68,129,174,59
21927,66,143,169,65
21928,70,137,178,62
21929,66,136,168,62
21930,68,118,173,53
21931,71,130,180,59
21932,67,116,170,53
21933,66,124,167,56
21934,68,97,172,44
21935,65,125,165,57
21936,68,118,174,54
21937,69,130,174,59
21938,68,135,173,61
21939,64,114,163,52
21940,67,121,171,55
21941,70,129,177,59
21942,69,138,175,62
21943,67,117,171,53
21944,66,102,169,46
21945,65,94,166,43
21946,68,131,174,59
21947,67,128,170,58
21948,69,136,174,62
21949,67,134,170,61
21950,74,142,189,64
21951,68,110,173,50
21952,70,135,177,61
21953,65,128,164,58
21954,70,131,178,59
21955,69,137,175,62
21956,68,138,172,62
21957,64,107,162,49
21958,69,152,175,69
21959,67,135,170,61
21960,69,133,176,60
21961,70,128,178,58
21962,66,119,167,54
21963,69,132,175,60
21964,63,102,161,46
21965,66,114,169,52
21966,65,112,166,51
21967,70,127,179,58
21968,74,146,187,66
21969,72,133,183,60
21970,64,118,163,54
21971,69,126,176,57
21972,69,115,176,52
21973,69,119,175,54
21974,68,126,174,57
21975,69,126,176,57
21976,68,133,172,60
21977,68,130,173,59
21978,70,140,177,64
21979,68,125,172,57
21980,67,117,170,53
21981,65,110,166,50
21982,67,118,171,54
21983,69,104,176,47
21984,69,128,175,58
21985,65,145,166,66
21986,69,140,176,63
21987,70,148,179,67
21988,67,111,169,50
21989,69,125,176,57
21990,69,117,176,53
21991,65,123,165,56
21992,70,132,179,60
21993,64,125,163,57
21994,66,111,169,50
21995,68,131,173,59
21996,67,127,169,58
21997,68,121,172,55
21998,68,148,174,67
21999,68,117,172,53
22000,67,126,170,57
22001,67,131,171,59
22002,65,103,164,47
22003,69,120,175,55
22004,65,120,166,55
22005,70,114,178,52
22006,66,122,168,55
22007,69,139,176,63
22008,69,127,174,58
22009,70,153,179,69
22010,69,127,176,57
22011,70,154,178,70
22012,68,136,173,62
22013,65,109,164,49
22014,70,132,177,60
22015,68,115,174,52
22016,68,122,174,55
22017,70,114,177,52
22018,66,118,167,53
22019,68,106,173,48
22020,67,130,170,59
22021,68,123,174,56
22022,71,127,180,57
22023,68,135,172,61
22024,74,153,187,69
22025,67,119,170,54
22026,71,151,180,69
22027,71,140,180,64
22028,68,110,172,50
22029,67,127,170,58
22030,67,138,170,62
22031,70,129,177,59
22032,64,129,163,58
22033,67,118,169,53
22034,66,121,168,55
22035,70,128,178,58
22036,66,128,168,58
22037,71,157,181,71
22038,69,130,176,59
22039,70,140,177,63
22040,69,126,176,57
22041,66,118,169,54
22042,70,130,177,59
22043,68,126,174,57
22044,67,124,169,56
22045,68,133,172,60
22046,66,133,167,60
22047,68,138,172,63
22048,68,129,172,59
22049,71,136,181,62
22050,67,145,171,66
22051,66,119,169,54
22052,69,125,176,57
22053,70,117,177,53
22054,67,124,170,56
22055,71,141,180,64
22056,68,125,172,57
22057,66,129,168,58
22058,70,153,179,69
22059,70,141,177,64
22060,67,126,170,57
22061,66,122,167,55
22062,66,126,167,57
22063,72,128,183,58
22064,68,110,173,50
22065,71,144,179,65
22066,65,107,165,49
22067,72,131,182,60
22068,69,127,175,58
22069,66,108,169,49
22070,66,118,168,54
22071,71,138,180,63
22072,69,126,175,57
22073,70,131,178,60
22074,65,142,165,65
22075,67,130,169,59
22076,65,116,165,52
22077,71,141,181,64
22078,68,125,173,57
22079,66,122,169,55
22080,71,153,180,70
22081,68,116,172,53
22082,69,137,174,62
22083,69,131,176,60
22084,67,113,170,51
22085,64,103,162,47
22086,68,114,173,52
22087,72,154,183,70
22088,68,131,174,59
22089,70,143,178,65
22090,68,132,173,60
22091,70,145,177,66
22092,67,123,171,56
22093,68,123,172,56
22094,67,126,170,57
22095,69,117,175,53
22096,67,137,170,62
22097,66,130,169,59
22098,69,131,175,59
22099,71,129,180,59
22100,68,124,172,56
22101,68,117,172,53
22102,69,132,176,60
22103,67,126,169,57
22104,68,115,174,52
22105,66,132,168,60
22106,68,128,173,58
22107,67,125,170,57
22108,66,123,168,56
22109,68,130,173,59
22110,67,136,170,62
22111,68,131,172,60
22112,65,117,165,53
22113,68,135,172,61
22114,68,118,173,53
22115,67,137,170,62
22116,67,134,169,61
22117,68,112,173,51
22118,69,133,174,60
22119,64,125,162,57
22120,67,135,171,61
22121,68,140,172,64
22122,65,109,165,49
22123,69,124,176,56
22124,70,149,178,68
22125,71,145,181,66
22126,67,122,169,55
22127,67,116,170,53
22128,70,145,178,66
22129,66,135,168,61
22130,66,129,168,59
22131,68,131,172,60
22132,66,110,168,50
22133,68,130,174,59
22134,66,118,167,54
22135,72,148,183,67
22136,67,146,171,66
22137,70,134,178,61
22138,69,154,176,70
22139,72,153,183,69
22140,67,115,170,52
22141,70,128,178,58
22142,69,143,175,65
22143,68,146,174,66
22144,72,141,184,64
22145,65,97,166,44
22146,67,133,170,61
22147,68,124,173,56
22148,72,137,182,62
22149,70,120,177,54
22150,68,133,173,60
22151,69,120,176,54
22152,71,137,179,62
22153,68,115,172,52
22154,67,136,169,62
22155,66,121,169,55
22156,68,143,173,65
22157,71,134,180,61
22158,68,122,172,55
22159,67,123,170,56
22160,69,128,175,58
22161,67,119,171,54
22162,69,147,175,67
22163,68,113,173,51
22164,71,151,180,68
22165,66,115,168,52
22166,66,104,167,47
22167,68,122,172,55
22168,69,123,175,56
22169,70,133,177,60
22170,66,148,169,67
22171,64,119,164,54
22172,67,128,170,58
22173,68,111,174,50
22174,65,123,165,56
22175,65,133,166,60
22176,70,128,177,58
22177,71,117,180,53
22178,70,143,177,65
22179,64,115,163,52
22180,68,127,172,58
22181,67,126,169,57
22182,66,119,168,54
22183,67,125,171,57
22184,64,119,162,54
22185,66,134,167,61
22186,68,139,173,63
22187,66,123,168,56
22188,66,118,168,54
22189,65,125,166,57
22190,65,118,166,54
22191,70,135,178,61
22192,67,135,171,61
22193,72,136,183,62
22194,71,140,180,63
22195,68,95,173,43
22196,66,132,167,60
22197,65,123,165,56
22198,66,110,168,50
22199,69,140,174,63
22200,66,101,168,46
22201,70,142,177,64
22202,68,139,173,63
22203,67,117,169,53
22204,69,129,175,59
22205,70,133,177,61
22206,69,127,174,57
22207,65,111,165,50
22208,68,121,172,55
22209,71,133,182,60
22210,68,126,172,57
22211,65,123,166,56
22212,68,127,173,57
22213,65,113,165,51
22214,67,134,170,61
22215,69,124,175,56
22216,67,133,170,60
22217,68,123,172,56
22218,69,117,175,53
22219,68,145,174,66
22220,69,128,175,58
22221,69,119,175,54
22222,65,119,165,54
22223,68,126,173,57
22224,70,132,178,60
22225,68,132,174,60
22226,67,110,169,50
22227,68,109,173,50
22228,68,153,173,70
22229,65,124,165,56
22230,69,138,175,62
22231,66,124,168,56
22232,70,148,177,67
22233,72,128,182,58
22234,65,122,164,55
22235,65,126,164,57
22236,69,133,175,61
22237,68,141,172,64
22238,68,125,173,57
22239,66,115,169,52
22240,65,124,164,56
22241,67,132,170,60
22242,68,130,172,59
22243,66,126,168,57
22244,68,131,173,59
22245,71,132,179,60
22246,66,123,167,56
22247,70,125,177,57
22248,71,151,180,68
22249,68,116,172,52
22250,71,136,180,62
22251,71,140,181,64
22252,68,147,173,67
22253,68,114,172,52
22254,67,137,171,62
22255,68,118,173,54
22256,67,136,170,62
22257,67,121,171,55
22258,69,129,176,59
22259,68,127,173,58
22260,68,134,172,61
22261,71,134,180,61
22262,70,134,178,61
22263,67,136,169,61
22264,71,140,179,64
22265,69,131,175,60
22266,72,141,184,64
22267,67,124,170,56
22268,70,143,178,65
22269,71,131,181,59
22270,68,122,174,55
22271,67,108,170,49
22272,65,104,165,47
22273,67,108,170,49
22274,69,122,176,55
22275,69,116,176,53
22276,66,117,167,53
22277,65,115,165,52
22278,64,119,161,54
22279,70,149,179,68
22280,68,118,173,53
22281,68,127,173,58
22282,67,147,171,67
22283,64,91,163,41
22284,64,93,163,42
22285,67,140,169,63
22286,67,126,170,57
22287,70,143,178,65
22288,68,121,174,55
22289,67,125,171,57
22290,69,136,175,62
22291,68,140,173,63
22292,68,122,172,55
22293,68,114,173,52
22294,64,136,164,62
22295,71,138,180,63
22296,66,134,169,61
22297,64,112,162,51
22298,68,119,172,54
22299,68,141,173,64
22300,66,114,168,52
22301,66,135,169,61
22302,70,140,178,63
22303,69,125,175,57
22304,69,136,174,62
22305,68,141,174,64
22306,69,134,176,61
22307,68,123,172,56
22308,71,132,181,60
22309,69,143,175,65
22310,67,122,171,55
22311,69,130,176,59
22312,63,109,161,49
22313,68,135,174,61
22314,66,119,167,54
22315,70,139,178,63
22316,69,127,175,57
22317,71,119,180,54
22318,67,113,169,51
22319,66,112,168,51
22320,68,122,173,55
22321,65,117,166,53
22322,67,137,170,62
22323,64,112,163,51
22324,69,129,174,59
22325,70,130,178,59
22326,65,116,164,53
22327,66,120,168,54
22328,69,118,175,54
22329,67,144,171,65
22330,65,129,165,58
22331,65,118,165,54
22332,69,127,175,57
22333,68,127,173,58
22334,65,139,166,63
22335,70,124,178,56
22336,66,122,167,55
22337,68,126,173,57
22338,68,117,174,53
22339,70,133,178,60
22340,69,136,175,62
22341,68,121,173,55
22342,65,105,166,48
22343,66,126,168,57
22344,67,112,171,51
22345,66,126,167,57
22346,70,147,178,67
22347,65,122,166,55
22348,70,150,177,68
22349,67,128,170,58
22350,65,127,165,58
22351,72,145,183,66
22352,65,114,166,52
22353,70,143,177,65
22354,68,136,174,62
22355,63,131,161,59
22356,65,122,166,56
22357,67,112,170,51
22358,70,134,177,61
22359,68,125,173,57
22360,69,124,176,56
22361,66,127,169,57
22362,68,122,174,55
22363,69,122,175,55
22364,71,159,180,72
22365,68,146,172,66
22366,68,120,172,55
22367,67,118,170,54
22368,70,134,178,61
22369,69,134,174,61
22370,67,122,171,55
22371,71,144,180,65
22372,67,136,171,62
22373,69,135,174,61
22374,69,128,175,58
22375,68,127,174,58
22376,66,112,169,51
22377,67,122,171,55
22378,65,129,165,59
22379,67,112,171,51
22380,69,115,174,52
22381,69,139,175,63
22382,66,115,168,52
22383,68,133,173,60
22384,69,124,176,56
22385,69,120,176,54
22386,68,122,173,56
22387,68,139,174,63
22388,69,126,174,57
22389,71,124,180,56
22390,67,146,171,66
22391,71,144,179,65
22392,67,118,170,54
22393,70,124,178,56
22394,67,140,171,64
22395,67,112,171,51
22396,69,122,175,55
22397,67,118,171,54
22398,69,127,176,58
22399,67,119,171,54
22400,70,127,178,58
22401,65,119,166,54
22402,70,137,177,62
22403,66,106,167,48
22404,71,137,180,62
22405,67,115,171,52
22406,66,117,167,53
22407,68,118,172,54
22408,69,131,175,60
22409,68,147,173,67
22410,69,106,176,48
22411,70,127,178,57
22412,68,131,172,59
22413,71,143,181,65
22414,69,126,174,57
22415,71,131,180,59
22416,68,123,174,56
22417,68,131,172,59
22418,69,120,175,54
22419,64,132,163,60
22420,66,115,167,52
22421,67,135,170,61
22422,73,141,184,64
22423,67,124,171,56
22424,64,123,164,56
22425,67,107,169,48
22426,67,121,170,55
22427,67,126,170,57
22428,69,141,175,64
22429,68,121,173,55
22430,65,105,164,48
22431,70,135,178,61
22432,65,119,166,54
22433,67,133,170,60
22434,73,159,184,72
22435,67,121,170,55
22436,68,132,172,60
22437,67,116,169,53
22438,67,105,169,48
22439,68,138,173,63
22440,68,131,173,60
22441,70,135,179,61
22442,70,123,179,56
22443,67,122,170,55
22444,68,105,173,48
22445,68,120,172,55
22446,64,111,163,50
22447,67,122,171,56
22448,66,107,167,48
22449,66,127,166,58
22450,65,137,166,62
22451,74,144,187,65
22452,67,128,171,58
22453,72,136,182,62
22454,67,134,169,61
22455,70,135,179,61
22456,69,104,175,47
22457,67,134,169,61
22458,67,119,170,54
22459,67,146,170,66
22460,67,134,171,61
22461,70,122,179,56
22462,68,130,173,59
22463,66,106,168,48
22464,68,128,173,58
22465,69,122,174,55
22466,67,102,171,46
22467,69,132,176,60
22468,67,103,171,47
22469,69,128,174,58
22470,67,124,170,56
22471,69,124,175,56
22472,75,147,189,67
22473,71,127,181,57
22474,67,132,169,60
22475,65,132,166,60
22476,67,120,171,54
22477,70,129,178,59
22478,66,125,167,57
22479,69,143,176,65
22480,70,120,179,55
22481,63,103,161,47
22482,68,138,172,63
22483,64,118,163,54
22484,68,114,174,52
22485,63,106,161,48
22486,70,152,178,69
22487,67,120,171,54
22488,67,134,171,61
22489,71,135,181,61
22490,72,136,182,62
22491,70,141,177,64
22492,64,117,162,53
22493,69,134,174,61
22494,64,112,163,51
22495,67,142,171,64
22496,70,118,177,54
22497,67,132,171,60
22498,67,114,170,52
22499,66,122,168,55
22500,66,119,167,54
22501,65,119,165,54
22502,67,127,171,57
22503,67,133,171,60
22504,65,133,166,60
22505,71,145,180,66
22506,67,139,171,63
22507,71,140,180,63
22508,62,97,156,44
22509,65,127,166,58
22510,69,129,174,59
22511,68,123,171,56
22512,72,141,183,64
22513,70,128,179,58
22514,71,143,181,65
22515,66,130,167,59
22516,68,128,173,58
22517,68,130,173,59
22518,66,121,168,55
22519,67,136,171,62
22520,68,107,173,49
22521,68,143,174,65
22522,68,130,174,59
22523,68,148,173,67
22524,68,138,174,63
22525,67,128,170,58
22526,70,131,178,59
22527,70,130,177,59
22528,70,148,178,67
22529,66,127,167,58
22530,68,128,173,58
22531,69,113,175,51
22532,65,125,165,57
22533,67,126,171,57
22534,68,106,173,48
22535,69,133,175,60
22536,69,102,174,46
22537,66,106,168,48
22538,67,113,169,51
22539,66,109,169,49
22540,70,148,177,67
22541,70,121,179,55
22542,69,134,176,61
22543,65,119,166,54
22544,66,117,167,53
22545,69,137,175,62
22546,67,119,169,54
22547,64,120,163,55
22548,68,137,174,62
22549,66,122,167,55
22550,71,140,179,63
22551,65,118,164,53
22552,65,115,165,52
22553,65,119,165,54
22554,68,121,174,55
22555,68,135,172,61
22556,68,132,173,60
22557,65,127,166,58
22558,68,116,172,53
22559,67,129,169,59
22560,68,120,174,55
22561,70,137,179,62
22562,72,161,184,73
22563,71,136,180,61
22564,68,117,171,53
22565,69,135,175,61
22566,72,141,183,64
22567,70,137,177,62
22568,71,145,181,66
22569,70,120,177,54
22570,69,132,175,60
22571,69,132,176,60
22572,67,140,171,64
22573,70,128,177,58
22574,71,133,179,60
22575,67,127,171,58
22576,66,127,168,58
22577,67,130,171,59
22578,66,121,168,55
22579,70,136,177,62
22580,66,113,169,51
22581,71,134,179,61
22582,69,139,175,63
22583,72,133,182,60
22584,69,120,174,54
22585,69,116,176,53
22586,69,126,174,57
22587,66,134,168,61
22588,68,126,174,57
22589,66,121,168,55
22590,67,134,171,61
22591,68,141,173,64
22592,68,114,172,52
22593,69,133,175,60
22594,68,114,172,52
22595,72,131,184,59
22596,70,138,178,63
22597,69,129,174,59
22598,68,130,173,59
22599,68,122,173,55
22600,71,122,179,55
22601,67,128,170,58
22602,66,115,167,52
22603,65,108,166,49
22604,67,125,170,57
22605,70,135,177,61
22606,68,127,172,57
22607,65,116,165,52
22608,70,145,177,66
22609,71,150,180,68
22610,65,114,166,52
22611,71,142,180,64
22612,67,127,169,58
22613,68,126,172,57
22614,70,114,179,52
22615,67,118,171,54
22616,73,153,185,70
22617,69,147,176,66
22618,65,96,166,44
22619,67,115,169,52
22620,67,120,171,54
22621,67,106,170,48
22622,67,121,169,55
22623,68,121,173,55
22624,70,128,177,58
22625,69,112,176,51
22626,65,134,165,61
22627,71,142,179,64
22628,70,146,179,66
22629,72,138,183,62
22630,72,134,183,61
22631,68,125,173,57
22632,72,136,184,62
22633,68,117,172,53
22634,66,127,167,58
22635,68,141,174,64
22636,66,135,167,61
22637,70,129,177,59
22638,69,152,176,69
22639,73,156,185,71
22640,70,129,177,59
22641,71,130,180,59
22642,67,131,169,59
22643,66,113,168,51
22644,69,132,174,60
22645,64,118,164,53
22646,67,112,170,51
22647,67,105,169,48
22648,69,123,174,56
22649,70,118,177,54
22650,69,117,176,53
22651,71,125,179,57
22652,66,110,168,50
22653,70,127,179,57
22654,69,134,175,61
22655,70,130,177,59
22656,70,120,177,55
22657,67,113,170,51
22658,69,136,175,62
22659,69,142,174,64
22660,67,139,170,63
22661,66,112,169,51
22662,67,122,170,55
22663,71,153,179,69
22664,69,124,176,56
22665,66,125,168,57
22666,67,134,170,61
22667,67,135,170,61
22668,70,132,177,60
22669,67,137,170,62
22670,66,128,169,58
22671,68,109,172,49
22672,68,149,173,68
22673,66,131,168,60
22674,70,128,178,58
22675,67,112,171,51
22676,65,135,164,61
22677,69,120,176,54
22678,69,122,175,55
22679,68,120,172,55
22680,67,118,169,53
22681,66,120,167,54
22682,70,140,177,63
22683,68,145,174,66
22684,70,141,179,64
22685,69,126,174,57
22686,68,139,173,63
22687,64,139,163,63
22688,69,140,176,63
22689,72,127,183,58
22690,69,138,174,62
22691,69,149,174,68
22692,70,129,178,58
22693,69,138,174,63
22694,69,144,175,65
22695,68,116,174,53
22696,72,136,184,62
22697,70,143,178,65
22698,70,130,177,59
22699,64,119,163,54
22700,71,131,181,60
22701,67,136,171,62
22702,66,126,168,57
22703,66,109,168,50
22704,69,129,176,59
22705,66,109,168,49
22706,71,150,182,68
22707,72,133,182,60
22708,69,122,176,55
22709,70,144,177,65
22710,67,103,171,47
22711,68,129,173,59
22712,66,125,169,57
22713,68,140,174,63
22714,73,151,186,68
22715,67,126,171,57
22716,69,145,175,66
22717,66,139,168,63
22718,67,123,171,56
22719,68,123,172,56
22720,67,127,171,57
22721,71,137,181,62
22722,66,143,168,65
22723,67,128,169,58
22724,70,138,178,63
22725,69,139,175,63
22726,66,112,168,51
22727,67,125,170,57
22728,68,121,173,55
22729,68,132,172,60
22730,72,122,182,55
22731,68,137,173,62
22732,67,125,170,57
22733,69,130,174,59
22734,68,138,173,63
22735,66,129,168,58
22736,68,145,172,66
22737,69,133,176,61
22738,69,135,175,61
22739,63,88,160,40
22740,65,115,166,52
22741,70,138,177,63
22742,68,118,174,53
22743,64,121,163,55
22744,70,145,177,66
22745,68,125,172,56
22746,67,131,171,59
22747,70,142,178,64
22748,68,129,172,58
22749,71,134,180,61
22750,66,117,167,53
22751,69,112,176,51
22752,68,133,173,60
22753,69,128,174,58
22754,70,133,177,60
22755,69,128,175,58
22756,67,138,169,63
22757,66,127,169,57
22758,64,115,164,52
22759,71,130,180,59
22760,68,128,173,58
22761,67,140,171,63
22762,65,137,166,62
22763,67,134,171,61
22764,66,124,169,56
22765,70,127,177,58
22766,65,113,164,51
22767,68,123,173,56
22768,69,109,175,49
22769,65,119,164,54
22770,74,142,188,64
22771,67,122,169,55
22772,68,132,173,60
22773,70,152,177,69
22774,69,119,175,54
22775,69,134,174,61
22776,66,135,168,61
22777,69,133,174,60
22778,69,136,174,61
22779,62,112,159,51
22780,68,110,173,50
22781,66,137,168,62
22782,68,121,172,55
22783,68,133,172,60
22784,70,112,177,51
22785,68,141,172,64
22786,68,102,172,46
22787,65,101,164,46
22788,71,146,181,66
22789,68,144,174,65
22790,68,125,172,57
22791,67,121,171,55
22792,69,127,175,58
22793,66,109,168,49
22794,69,141,175,64
22795,69,114,174,52
22796,65,114,166,52
22797,69,142,176,64
